isBought,gender,education,house_val,MinAge,MaxAge,online,customer_psy,marriage,child,occupation,mortgage,house_owner,region,car_prob,fam_income
Yes,Female,Bachelor,73378,26,35,Yes,A,Single,Yes,Professional,Low,Owner,Midwest,3,5
No,Female,Some College,94721,36,45,No,F,Single,No,Sales/Service,Low,Owner,Midwest,1,7
No,Male,Some College,506453,36,45,Yes,C,Married,Yes,Professional,High,Owner,Midwest,1,9
Yes,Male,Some College,0,26,35,Yes,J,Single,No,Blue Collar,Low,Owner,Midwest,6,5
No,Male,High school,113796,56,65,Yes,J,Single,No,Blue Collar,Low,Owner,South,7,5
Yes,Male,High school,176253,46,55,Yes,H,Married,No,Professional,Low,Owner,South,1,8
No,Female,Some College,0,66,100,Yes,D,Married,No,Sales/Service,Low,Owner,Midwest,4,5
No,Female,Near high school,59819,26,35,No,G,Single,Yes,Sales/Service,Low,Owner,South,7,2
No,Male,Some College,76528,46,55,No,E,Single,No,Blue Collar,Low,Owner,South,6,8
Yes,Male,Some College,194826,56,65,Yes,H,Married,Yes,Professional,Low,Owner,West,1,5
Yes,Male,High school,0,56,65,Yes,G,Single,No,Sales/Service,Low,Renter,South,8,4
Yes,Female,Graduated,231189,46,55,Yes,C,Married,Yes,Professional,Medium,Owner,South,3,5
No,Male,Some College,96388,56,65,No,I,Single,No,Professional,Low,Owner,Midwest,5,2
No,Female,Near high school,95963,66,100,No,F,Single,Yes,Retired,Low,Owner,West,5,1
Yes,Female,Some College,0,36,45,Yes,A,Single,Yes,Blue Collar,Low,Renter,West,3,5
No,Female,Graduated,0,1,100,No,F,Single,No,Sales/Service,Low,Renter,South,9,2
Yes,Female,Some College,417611,1,25,Yes,B,Married,No,Professional,High,Owner,Northeast,1,10
No,Male,Some College,583204,1,100,No,B,Single,No,Blue Collar,Low,Renter,West,1,8
No,Female,High school,0,1,25,No,E,Single,Yes,Sales/Service,Low,Renter,Midwest,9,3
Yes,Female,High school,176580,1,100,No,E,Married,Yes,Sales/Service,Low,Renter,West,5,5
No,Male,High school,424631,56,65,Yes,B,Married,No,Blue Collar,Low,Owner,Northeast,5,6
No,Female,Graduated,237810,26,35,Yes,C,Single,Yes,Sales/Service,Medium,Owner,Midwest,2,6
No,Female,Some College,352963,1,25,No,F,Single,No,Sales/Service,Low,Owner,West,7,10
Yes,Male,Some College,380192,36,45,Yes,B,Married,No,Professional,High,Owner,South,1,8
No,Male,Graduated,246034,26,35,Yes,D,Single,No,Blue Collar,Low,Owner,Northeast,1,3
Yes,Male,Bachelor,200058,56,65,Yes,E,Married,No,Sales/Service,Low,Owner,South,6,12
No,Female,Some College,216067,36,45,No,I,Single,No,Blue Collar,High,Owner,West,7,6
No,Female,Near high school,0,1,100,Yes,E,Single,No,Sales/Service,Low,Renter,South,3,6
Yes,Male,High school,254624,46,55,Yes,E,Single,No,Professional,Low,Owner,Northeast,3,6
Yes,Male,Graduated,0,46,55,Yes,E,Married,Yes,Professional,Low,Owner,Midwest,9,4
Yes,Male,Bachelor,1027699,36,45,Yes,C,Married,Yes,Professional,High,Owner,South,1,9
No,Female,High school,238056,46,55,Yes,E,Single,No,Sales/Service,Low,Owner,Northeast,2,6
Yes,Male,High school,327000,36,45,Yes,C,Married,Yes,Professional,Low,Owner,Midwest,3,9
No,Male,Near high school,281579,66,100,No,I,Married,No,Retired,Low,Owner,Midwest,1,7
Yes,Male,Graduated,316863,56,65,Yes,E,Married,Yes,Professional,Low,Owner,Midwest,1,1
Yes,Male,Some College,317190,36,45,Yes,B,Married,Yes,Professional,Medium,Owner,South,1,11
Yes,Male,Some College,142245,26,35,Yes,C,Married,Yes,Professional,Low,Owner,Midwest,2,5
No,Female,High school,172590,1,100,No,F,Married,No,Sales/Service,Low,Owner,South,8,4
Yes,Female,Graduated,881101,36,45,Yes,C,Married,Yes,Professional,Low,Owner,West,1,8
Yes,Male,Bachelor,825260,56,65,Yes,C,Married,Yes,Professional,Low,Owner,South,1,9
No,Female,Some College,403561,1,100,Yes,E,Married,No,Professional,Low,Owner,South,4,6
Yes,Female,Bachelor,242481,46,55,No,E,Married,No,Blue Collar,Medium,Owner,South,1,5
Yes,Male,Some College,186357,26,35,Yes,F,Single,Yes,Others,Low,Owner,Midwest,5,3
No,Male,Bachelor,0,36,45,No,G,Single,Yes,Professional,Low,Renter,Midwest,7,3
Yes,Male,Some College,0,66,100,Yes,G,Single,No,Retired,Low,Owner,Midwest,3,5
No,Female,Some College,354489,46,55,Yes,B,Single,No,Others,Low,Owner,South,1,11
No,Female,Bachelor,400945,26,35,Yes,C,Single,No,Professional,Low,Owner,South,1,10
No,Male,Some College,0,1,100,No,E,Married,No,Sales/Service,Low,Owner,Northeast,2,1
No,Male,High school,152447,26,35,Yes,B,Single,Yes,Blue Collar,Low,Renter,Midwest,1,5
Yes,Male,Some College,377957,26,35,Yes,A,Single,Yes,Professional,Low,Renter,West,1,5
Yes,Male,Bachelor,208626,46,55,Yes,B,Married,No,Professional,Low,Owner,South,2,7
Yes,Female,Some College,102547,46,55,Yes,J,Married,No,Sales/Service,Low,Owner,South,8,5
No,Female,High school,103157,66,100,No,F,Single,Yes,Retired,Low,Owner,South,7,5
No,Male,Some College,389130,1,25,Yes,C,Single,Yes,Blue Collar,High,Owner,South,2,7
Yes,Male,High school,407769,66,100,No,F,Single,Yes,Retired,Low,Renter,West,2,9
Yes,Female,Some College,1325265,36,45,Yes,C,Single,Yes,Professional,High,Owner,West,1,12
No,Male,Some College,83891,26,35,Yes,J,Single,No,Professional,Low,Owner,South,7,6
Yes,Male,Graduated,306497,56,65,Yes,B,Married,No,Professional,Medium,Owner,Northeast,1,10
Yes,Female,Some College,234340,66,100,Yes,E,Single,Yes,Retired,Low,Owner,Northeast,2,8
No,Female,Graduated,83930,36,45,No,E,Single,No,Professional,Low,Renter,South,1,6
No,Male,Bachelor,225095,36,45,No,A,Single,No,Professional,Low,Owner,Northeast,2,5
No,Male,Some College,96657,26,35,No,F,Single,No,Blue Collar,Low,Renter,South,4,6
No,Female,Graduated,1217475,66,100,No,B,Single,No,Retired,High,Owner,West,1,11
Yes,Male,Some College,393904,36,45,Yes,I,Married,No,Sales/Service,High,Owner,Northeast,3,8
Yes,Male,Graduated,1049125,26,35,Yes,C,Single,Yes,Professional,Medium,Owner,Northeast,1,12
No,Female,Some College,253207,36,45,No,G,Single,Yes,Sales/Service,Low,Renter,West,2,1
Yes,Female,Bachelor,296637,66,100,No,G,Single,No,Retired,Low,Renter,West,8,7
Yes,Female,Near high school,0,36,45,Yes,G,Single,Yes,Sales/Service,Low,Renter,Midwest,3,4
No,Female,High school,267932,1,100,No,G,Single,No,Sales/Service,Low,Renter,West,1,4
Yes,Male,High school,165756,1,100,Yes,F,Single,No,Blue Collar,Low,Owner,Northeast,3,1
Yes,Male,Bachelor,2079425,36,45,Yes,A,Married,Yes,Professional,Low,Renter,West,1,6
No,Female,Some College,0,56,65,Yes,B,Married,No,Sales/Service,Low,Owner,South,2,6
Yes,Male,Some College,157069,1,100,Yes,E,Married,Yes,Sales/Service,Low,Owner,West,5,2
Yes,Female,High school,581406,46,55,Yes,B,Married,No,Sales/Service,Low,Owner,South,1,7
Yes,Male,Graduated,0,56,65,No,B,Married,No,Professional,Low,Owner,Northeast,3,12
No,Female,Near high school,0,66,100,No,B,Single,Yes,Retired,Low,Owner,Northeast,6,4
Yes,Female,Graduated,346620,26,35,Yes,C,Married,Yes,Professional,High,Owner,South,1,6
Yes,Male,Graduated,578790,46,55,Yes,C,Married,Yes,Professional,High,Owner,Midwest,1,12
Yes,Male,Some College,296654,46,55,Yes,E,Married,Yes,Blue Collar,High,Owner,Northeast,1,5
No,Male,Near high school,111964,26,35,Yes,F,Single,No,Blue Collar,Low,Renter,Midwest,8,5
Yes,Female,Bachelor,238481,36,45,Yes,F,Married,Yes,Sales/Service,Low,Owner,South,2,2
No,Male,High school,78970,26,35,Yes,J,Married,Yes,Blue Collar,Low,Owner,South,7,4
No,Male,Some College,205720,56,65,No,F,Married,No,Sales/Service,Low,Owner,Midwest,1,5
No,Male,Some College,0,1,25,Yes,G,Married,Yes,Sales/Service,Low,Renter,West,9,5
No,Male,High school,99059,66,100,No,J,Single,No,Retired,Low,Owner,South,7,6
No,Female,Near high school,504997,66,100,No,D,Single,No,Retired,Low,Owner,Midwest,1,6
No,Male,High school,156800,26,35,No,E,Single,Yes,Blue Collar,Low,Renter,Midwest,9,3
No,Female,High school,472046,66,100,Yes,E,Single,No,Retired,Low,Owner,Midwest,1,6
Yes,Male,Graduated,483960,1,25,Yes,B,Single,No,Professional,Medium,Owner,Northeast,1,10
No,Male,High school,122657,36,45,Yes,E,Married,Yes,Blue Collar,Low,Renter,South,2,4
Yes,Male,Some College,235325,36,45,Yes,C,Married,Yes,Sales/Service,Low,Owner,Midwest,1,8
No,Male,Some College,399594,1,25,Yes,C,Married,No,Blue Collar,Low,Renter,West,3,6
No,Female,Unknown,226611,26,35,Yes,F,Single,No,Professional,Low,Renter,Northeast,1,5
Yes,Male,High school,212554,66,100,Yes,D,Married,No,Retired,Low,Renter,Midwest,3,2
No,Male,Some College,460034,1,100,No,D,Single,No,Others,Low,Renter,South,6,4
No,Male,Some College,0,1,100,Yes,E,Single,No,Sales/Service,Low,Owner,West,6,5
Yes,Female,Graduated,116739,46,55,Yes,E,Married,No,Blue Collar,Low,Owner,Midwest,2,7
Yes,Female,Bachelor,39648,46,55,Yes,C,Single,No,Professional,Low,Owner,Northeast,1,10
Yes,Female,Graduated,757986,46,55,Yes,B,Married,No,Professional,Medium,Owner,South,3,12
Yes,Male,High school,0,1,100,No,G,Single,Yes,Sales/Service,Low,Renter,Midwest,6,2
Yes,Male,Graduated,422996,56,65,Yes,B,Single,No,Professional,Medium,Owner,Midwest,1,10
No,Male,Graduated,341475,46,55,Yes,B,Married,No,Professional,Low,Owner,South,2,4
Yes,Male,Some College,298991,36,45,Yes,C,Married,Yes,Blue Collar,Low,Owner,South,2,7
No,Male,High school,0,66,100,No,E,Married,No,Retired,Low,Owner,West,6,1
Yes,Male,Bachelor,521135,36,45,No,B,Single,Yes,Professional,Low,Renter,South,7,12
No,Male,Graduated,0,56,65,Yes,B,Single,No,Retired,Low,Renter,West,7,4
No,Male,Some College,150958,36,45,Yes,J,Married,Yes,Professional,Low,Owner,South,7,3
Yes,Male,Unknown,194728,26,35,No,G,Single,Yes,Blue Collar,Low,Renter,West,5,3
No,Female,Some College,181027,1,100,Yes,D,Single,No,Sales/Service,Medium,Owner,West,1,5
No,Female,Bachelor,296752,56,65,Yes,E,Married,No,Professional,Low,Owner,Northeast,1,8
No,Male,High school,244160,1,25,No,G,Single,Yes,Blue Collar,Low,Renter,Northeast,5,5
No,Female,High school,344712,56,65,No,F,Single,No,Blue Collar,High,Owner,Northeast,3,4
No,Male,Bachelor,763523,26,35,Yes,B,Single,No,Professional,Low,Owner,Northeast,1,11
No,Female,High school,393272,66,100,Yes,E,Single,No,Retired,Low,Owner,West,4,7
No,Female,High school,0,46,55,No,H,Single,No,Sales/Service,Low,Renter,South,9,2
Yes,Male,Graduated,0,46,55,Yes,G,Married,Yes,Blue Collar,Low,Renter,Midwest,7,5
No,Male,High school,111245,66,100,Yes,D,Married,Yes,Retired,Low,Owner,Midwest,8,4
No,Male,High school,83603,1,100,No,F,Married,No,Blue Collar,Low,Renter,Midwest,7,4
No,Female,High school,164903,46,55,Yes,C,Married,Yes,Blue Collar,Medium,Owner,Midwest,5,7
No,Female,Near high school,95445,1,100,No,G,Single,Yes,Sales/Service,Low,Renter,South,5,4
No,Female,Some College,216801,36,45,Yes,C,Married,No,Professional,Low,Owner,Midwest,3,6
Yes,Male,Bachelor,239473,56,65,Yes,D,Married,No,Professional,Low,Owner,South,1,7
Yes,Female,High school,0,26,35,Yes,H,Single,Yes,Blue Collar,Low,Renter,West,6,5
Yes,Female,High school,545545,46,55,No,E,Single,No,Professional,Low,Renter,South,1,6
Yes,Male,Unknown,0,1,100,No,G,Single,Yes,Others,Low,Renter,South,5,11
Yes,Male,Bachelor,354533,46,55,Yes,C,Married,Yes,Professional,Low,Renter,South,2,6
Yes,Female,Graduated,182793,36,45,Yes,G,Single,No,Professional,High,Owner,Northeast,5,4
No,Female,High school,89881,1,25,Yes,J,Single,Yes,Sales/Service,Low,Owner,South,7,6
No,Male,Some College,97687,36,45,No,F,Single,Yes,Blue Collar,Low,Renter,South,4,4
No,Female,Some College,94830,46,55,Yes,F,Single,Yes,Blue Collar,Low,Owner,West,7,8
Yes,Male,High school,97744,36,45,No,E,Single,No,Sales/Service,Medium,Owner,Midwest,2,5
Yes,Male,Graduated,344113,46,55,Yes,B,Married,No,Sales/Service,Low,Owner,South,1,6
Yes,Male,Bachelor,761092,56,65,Yes,C,Single,Yes,Professional,High,Owner,Midwest,1,11
Yes,Female,Some College,987932,46,55,Yes,C,Married,No,Professional,High,Owner,West,2,7
No,Female,Some College,208163,1,25,Yes,E,Single,No,Professional,Low,Owner,South,2,8
Yes,Female,Some College,0,36,45,Yes,E,Single,Yes,Sales/Service,Low,Renter,West,5,1
No,Male,Near high school,76012,46,55,No,F,Single,Yes,Blue Collar,Low,Renter,West,8,2
No,Male,Bachelor,150420,26,35,Yes,C,Single,Yes,Sales/Service,Medium,Owner,South,2,7
No,Male,High school,0,26,35,Yes,J,Married,Yes,Blue Collar,Low,Renter,South,9,8
Yes,Male,High school,191135,36,45,Yes,E,Married,No,Blue Collar,Low,Owner,South,1,7
No,Female,Some College,125611,26,35,No,I,Single,Yes,Blue Collar,Low,Owner,South,8,5
No,Male,Bachelor,1000000,56,65,No,A,Married,Yes,Professional,Low,Renter,Northeast,2,5
No,Female,High school,151684,26,35,No,G,Single,Yes,Blue Collar,Low,Owner,West,3,3
Yes,Female,Bachelor,2488306,66,100,Yes,B,Single,No,Retired,High,Owner,West,1,10
No,Female,Some College,223014,1,100,Yes,B,Single,No,Professional,Low,Owner,Northeast,1,8
No,Male,High school,97707,56,65,No,J,Married,No,Others,Low,Owner,South,1,5
No,Female,Bachelor,348037,26,35,Yes,C,Married,No,Professional,High,Owner,Northeast,2,6
Yes,Male,Bachelor,0,1,100,No,G,Single,No,Professional,Low,Renter,South,9,3
No,Female,Some College,73248,1,25,No,I,Single,Yes,Sales/Service,Low,Renter,Midwest,9,2
Yes,Female,Bachelor,0,36,45,Yes,C,Married,Yes,Sales/Service,Low,Owner,West,7,5
No,Female,Near high school,0,1,100,No,U,Single,No,Sales/Service,Low,Renter,South,0,21
Yes,Male,Bachelor,319680,36,45,Yes,C,Married,Yes,Sales/Service,Low,Owner,Northeast,1,7
No,Female,Bachelor,531832,36,45,Yes,B,Single,No,Professional,Medium,Owner,West,1,5
No,Female,Bachelor,576337,36,45,No,B,Single,No,Professional,Low,Owner,South,1,12
No,Female,Some College,294300,1,25,No,C,Single,Yes,Professional,High,Owner,South,1,6
No,Male,Near high school,10763,36,45,No,J,Married,Yes,Blue Collar,Low,Renter,Midwest,4,2
Yes,Male,Bachelor,414200,46,55,Yes,E,Single,Yes,Professional,High,Owner,Midwest,2,4
No,Female,Graduated,0,1,100,Yes,G,Single,No,Sales/Service,Low,Renter,South,8,4
No,Female,Unknown,198380,1,100,No,E,Single,No,Sales/Service,Medium,Owner,South,1,5
No,Female,Near high school,227262,1,100,No,D,Single,No,Others,Medium,Owner,Midwest,1,6
No,Male,Some College,119464,36,45,No,J,Married,No,Sales/Service,Low,Owner,South,2,1
No,Male,Some College,0,26,35,Yes,E,Single,No,Professional,Low,Owner,West,6,6
Yes,Female,Some College,2822489,46,55,Yes,B,Married,Yes,Professional,High,Owner,West,1,12
No,Male,Some College,68320,1,100,No,J,Married,Yes,Sales/Service,Low,Owner,South,5,1
No,Male,Some College,264870,1,25,Yes,E,Single,No,Blue Collar,High,Owner,Midwest,3,6
No,Male,Bachelor,103230,56,65,Yes,B,Married,No,Professional,Low,Owner,Midwest,5,5
No,Male,Some College,280513,36,45,Yes,C,Married,Yes,Blue Collar,High,Owner,South,3,7
No,Female,Near high school,0,1,100,No,G,Single,Yes,Sales/Service,Low,Renter,West,9,2
Yes,Female,Bachelor,664965,36,45,Yes,C,Single,Yes,Professional,High,Owner,West,3,10
Yes,Male,Graduated,295281,46,55,Yes,B,Married,No,Professional,Low,Owner,South,2,6
No,Male,Near high school,62218,1,25,No,J,Single,Yes,Blue Collar,Low,Owner,South,3,4
Yes,Male,High school,0,56,65,No,J,Single,Yes,Sales/Service,Low,Owner,West,2,2
No,Male,Graduated,258155,46,55,Yes,A,Single,No,Professional,Low,Owner,South,3,5
Yes,Male,Some College,318280,26,35,No,G,Single,No,Professional,Low,Renter,West,1,4
Yes,Female,Some College,510600,1,100,Yes,B,Married,No,Professional,Low,Owner,South,4,10
Yes,Male,Bachelor,597766,56,65,Yes,B,Married,No,Professional,High,Owner,Northeast,1,10
Yes,Male,Some College,241031,1,25,Yes,G,Single,No,Professional,Low,Renter,South,1,5
No,Male,High school,0,56,65,Yes,B,Married,Yes,Sales/Service,Low,Owner,Northeast,3,4
Yes,Female,Bachelor,262221,46,55,No,B,Married,Yes,Professional,Low,Owner,South,2,8
No,Male,High school,177125,56,65,Yes,E,Married,No,Sales/Service,Low,Owner,Midwest,4,7
Yes,Male,Bachelor,215040,36,45,Yes,C,Married,Yes,Professional,Low,Owner,South,7,5
Yes,Female,Graduated,185736,36,45,Yes,G,Married,Yes,Blue Collar,Low,Renter,West,4,5
No,Male,Some College,0,26,35,No,G,Single,No,Sales/Service,Low,Renter,South,5,6
Yes,Male,Bachelor,369929,46,55,Yes,B,Married,No,Professional,High,Owner,Northeast,1,8
No,Male,High school,90252,56,65,Yes,J,Single,No,Blue Collar,Low,Owner,South,4,5
No,Male,Some College,383839,1,25,No,E,Single,No,Sales/Service,High,Owner,South,1,1
Yes,Male,Some College,101860,36,45,Yes,C,Married,Yes,Professional,Low,Renter,West,2,6
Yes,Male,Graduated,1050542,66,100,Yes,B,Married,No,Retired,High,Owner,Midwest,1,12
Yes,Male,Unknown,0,1,100,Yes,E,Single,No,Others,Low,Owner,South,7,4
No,Male,Graduated,0,66,100,Yes,I,Married,No,Retired,Low,Renter,West,4,5
Yes,Female,Graduated,420740,36,45,Yes,C,Single,Yes,Professional,High,Owner,South,1,11
Yes,Male,Unknown,304110,1,100,Yes,E,Single,Yes,Others,Low,Owner,Northeast,1,7
Yes,Male,Graduated,169583,46,55,Yes,D,Single,No,Professional,Low,Owner,Midwest,1,6
No,Female,High school,329027,66,100,No,B,Single,No,Retired,Low,Owner,South,2,8
No,Female,High school,267420,56,65,No,B,Married,No,Others,Low,Owner,Midwest,5,4
No,Male,Some College,182466,1,25,No,B,Single,No,Sales/Service,Low,Owner,Midwest,5,12
Yes,Female,Bachelor,241816,56,65,Yes,B,Single,No,Professional,Low,Owner,South,1,6
No,Male,Some College,196200,56,65,No,B,Married,No,Retired,Medium,Owner,Midwest,1,6
Yes,Male,Near high school,59286,1,100,Yes,D,Married,No,Blue Collar,Low,Owner,South,3,4
Yes,Male,Bachelor,221575,46,55,Yes,E,Married,No,Professional,Low,Owner,South,3,6
Yes,Male,Some College,478771,46,55,Yes,C,Married,Yes,Sales/Service,Low,Renter,West,3,6
Yes,Male,Some College,361836,36,45,Yes,B,Single,Yes,Professional,Medium,Owner,South,1,8
No,Male,Some College,752100,56,65,Yes,I,Single,No,Others,Medium,Owner,West,4,6
Yes,Female,Some College,0,26,35,No,G,Single,Yes,Professional,Low,Renter,South,8,7
No,Male,Near high school,0,1,100,No,G,Married,Yes,Sales/Service,Low,Renter,Northeast,8,2
Yes,Male,High school,525271,56,65,Yes,C,Married,No,Others,High,Owner,South,2,11
Yes,Female,Bachelor,1994863,46,55,Yes,B,Single,No,Professional,High,Owner,West,1,12
No,Female,Graduated,260084,46,55,Yes,E,Married,Yes,Sales/Service,Low,Owner,Northeast,1,1
Yes,Male,Graduated,256106,56,65,Yes,B,Single,No,Professional,Low,Owner,South,1,8
Yes,Female,Bachelor,2281370,66,100,Yes,C,Single,Yes,Retired,High,Owner,Northeast,1,12
Yes,Male,Some College,0,26,35,No,F,Married,Yes,Blue Collar,Low,Owner,West,5,2
Yes,Male,Near high school,186520,66,100,Yes,F,Married,Yes,Retired,Low,Owner,Northeast,4,6
Yes,Female,Bachelor,522764,36,45,Yes,C,Married,Yes,Professional,Low,Owner,South,1,12
Yes,Male,Some College,149850,46,55,Yes,E,Married,Yes,Blue Collar,Low,Owner,West,3,5
No,Male,Near high school,198870,36,45,No,G,Married,Yes,Sales/Service,Low,Renter,West,4,6
No,Male,Some College,195415,46,55,Yes,D,Married,No,Blue Collar,Low,Owner,South,1,5
No,Female,Some College,157827,1,25,No,C,Single,Yes,Sales/Service,Medium,Owner,West,1,6
Yes,Male,Bachelor,656180,56,65,Yes,C,Married,No,Professional,Medium,Owner,West,2,8
No,Male,Graduated,307383,46,55,Yes,E,Married,No,Professional,Low,Owner,South,1,9
No,Male,Near high school,0,36,45,No,I,Single,Yes,Sales/Service,Low,Renter,Midwest,3,2
No,Male,Graduated,2189504,66,100,Yes,C,Single,Yes,Professional,High,Owner,West,1,12
Yes,Female,Bachelor,603009,56,65,Yes,B,Married,No,Retired,Low,Owner,Northeast,4,7
No,Male,High school,0,1,25,Yes,G,Single,Yes,Sales/Service,Low,Renter,South,9,4
Yes,Male,Unknown,0,1,100,Yes,H,Married,No,Sales/Service,Low,Renter,West,8,2
Yes,Male,High school,569797,26,35,Yes,B,Married,Yes,Blue Collar,High,Owner,South,2,7
Yes,Male,Bachelor,1697217,46,55,Yes,B,Married,Yes,Professional,Low,Owner,West,1,10
Yes,Male,Bachelor,945411,56,65,Yes,B,Married,No,Professional,Low,Owner,West,7,6
Yes,Male,Graduated,0,56,65,Yes,I,Married,No,Others,Low,Renter,West,5,7
No,Female,Near high school,696608,66,100,Yes,E,Married,No,Retired,Low,Renter,South,3,1
No,Female,High school,0,46,55,No,F,Married,Yes,Blue Collar,Low,Owner,South,9,1
No,Male,Bachelor,600372,26,35,Yes,C,Single,No,Blue Collar,High,Owner,West,1,5
No,Male,Bachelor,625049,36,45,Yes,B,Single,No,Professional,High,Owner,South,1,8
Yes,Male,Bachelor,35970,56,65,Yes,F,Married,No,Professional,Low,Owner,Midwest,5,5
No,Female,Near high school,447336,1,100,No,G,Married,Yes,Sales/Service,Low,Renter,West,8,5
Yes,Male,High school,197919,56,65,Yes,H,Single,No,Sales/Service,Low,Renter,South,3,1
No,Male,Graduated,0,36,45,Yes,C,Married,Yes,Sales/Service,Low,Owner,Midwest,6,5
Yes,Male,Bachelor,529216,46,55,Yes,C,Married,No,Sales/Service,Low,Owner,West,2,9
Yes,Male,High school,273197,46,55,Yes,B,Married,No,Blue Collar,Medium,Owner,Northeast,4,8
Yes,Male,Graduated,2593110,56,65,Yes,B,Married,No,Professional,High,Owner,South,1,12
Yes,Male,Some College,169222,56,65,No,B,Married,No,Professional,Low,Owner,Midwest,2,7
No,Male,Bachelor,582474,66,100,Yes,C,Single,Yes,Retired,Low,Owner,South,1,10
Yes,Male,Graduated,602007,56,65,Yes,B,Married,No,Professional,Low,Renter,South,1,12
Yes,Male,Some College,440272,46,55,Yes,C,Married,Yes,Professional,High,Owner,South,1,9
Yes,Male,Some College,806207,56,65,No,C,Married,Yes,Farm,Low,Renter,West,5,9
Yes,Male,Near high school,130473,26,35,No,D,Single,No,Blue Collar,Low,Owner,Midwest,5,4
Yes,Female,Bachelor,163170,46,55,Yes,E,Single,Yes,Retired,Low,Owner,Midwest,3,4
Yes,Female,Graduated,151577,56,65,Yes,J,Single,No,Professional,Medium,Owner,South,2,5
Yes,Male,Some College,0,46,55,Yes,G,Single,No,Sales/Service,Low,Renter,Northeast,5,4
No,Female,Some College,96320,1,25,Yes,G,Single,No,Blue Collar,Low,Renter,South,1,5
No,Female,Some College,0,1,100,No,E,Married,No,Sales/Service,Low,Renter,South,7,8
